"ID","OWNERID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","MAYEDIT","ISLOCKED","LASTVIEWEDDATE","LASTREFERENCEDDATE","RED_YELLOW_VOD__C","DISPLAY_ORDER_VOD__C","YELLOW_GREEN_VOD__C","APPLIES_TO_VOD__C","METRIC_TYPE_VOD__C","ACTIVE_VOD__C","DETAIL_GROUP_VOD__C","DETAIL_TOPIC_VOD__C"
"a0BU000000NqSb4MAF","005U0000000nwrsIAA","false","Rating_MRK__c","2013-12-07T03:57:51.000Z","005U0000000nwrsIAA","2013-12-07T03:57:51.000Z","005U0000000nwrsIAA","2013-12-07T03:57:51.000Z","true","false","2014-11-14T18:48:13.000Z","2014-11-14T18:48:13.000Z","","1.0","","HCP","Text_vod","true","a00U0000009hVCKIA2","false"
