"ID","OWNERID","ISDELETED","NAME","RECORDTYPEID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","MAYEDIT","ISLOCKED","LASTVIEWEDDATE","LASTREFERENCEDDATE","ACTIVE_MRK__C","PARENT_RULE_ID_MRK__C","PROFILE_MRK__C","RECORD_TYPE_NAME_MRK__C","SALES_TEAM_MRK__C","TERRITORY_MRK__C","TERRITORY_NAME_MRK__C","USER_MRK__C"
"a3NU0000000H0mBMAS","005U0000000YGi8IAG","false","11","012U0000000a994IAA","2014-08-16T15:30:49.000Z","005U0000000YGi8IAG","2014-08-16T15:30:49.000Z","005U0000000YGi8IAG","2014-08-16T15:30:49.000Z","true","false","","","true","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxEbIAI"
"a3NU0000000H0mCMAS","005U0000000YGi8IAG","false","12","012U0000000a994IAA","2014-08-16T15:30:49.000Z","005U0000000YGi8IAG","2014-10-07T14:44:14.000Z","005U0000000pD4vIAE","2014-10-07T14:44:14.000Z","true","false","","","false","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxRAIAY"
"a3NU0000000H0mDMAS","005U0000000YGi8IAG","false","13","012U0000000a994IAA","2014-08-16T15:30:49.000Z","005U0000000YGi8IAG","2014-08-16T15:30:49.000Z","005U0000000YGi8IAG","2014-08-16T15:30:49.000Z","true","false","","","true","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxC9IAI"
"a3NU0000000H0mEMAS","005U0000000YGi8IAG","false","14","012U0000000a994IAA","2014-08-16T15:30:49.000Z","005U0000000YGi8IAG","2014-10-07T14:44:14.000Z","005U0000000pD4vIAE","2014-10-07T14:44:14.000Z","true","false","","","false","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxvFIAQ"
"a3NU0000000H0mFMAS","005U0000000YGi8IAG","false","15","012U0000000a994IAA","2014-08-16T15:30:49.000Z","005U0000000YGi8IAG","2014-08-16T15:30:49.000Z","005U0000000YGi8IAG","2014-08-16T15:30:49.000Z","true","false","","","true","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxRJIAY"
"a3NU0000000H0mGMAS","005U0000000YGi8IAG","false","16","012U0000000a994IAA","2014-08-16T15:30:49.000Z","005U0000000YGi8IAG","2014-10-07T14:44:14.000Z","005U0000000pD4vIAE","2014-10-07T14:44:14.000Z","true","false","","","false","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxTwIAI"
"a3NU0000000H0mHMAS","005U0000000YGi8IAG","false","17","012U0000000a994IAA","2014-08-16T15:30:49.000Z","005U0000000YGi8IAG","2014-08-16T15:30:49.000Z","005U0000000YGi8IAG","2014-08-16T15:30:49.000Z","true","false","","","true","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hx8jIAA"
"a3NU0000000H0mIMAS","005U0000000YGi8IAG","false","18","012U0000000a994IAA","2014-08-16T15:30:49.000Z","005U0000000YGi8IAG","2014-08-16T15:30:49.000Z","005U0000000YGi8IAG","2014-08-16T15:30:49.000Z","true","false","","","true","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hx8JIAQ"
"a3NU0000000H0mJMAS","005U0000000YGi8IAG","false","19","012U0000000a994IAA","2014-08-16T15:30:49.000Z","005U0000000YGi8IAG","2014-10-07T14:44:14.000Z","005U0000000pD4vIAE","2014-10-07T14:44:14.000Z","true","false","","","false","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hyPmIAI"
"a3NU0000000H0zbMAC","005U0000000pD4vIAE","false","321","012U0000000a994IAA","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","true","false","","","true","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","a3OU0000000N4aeMAC","","",""
"a3NU0000000H0zcMAC","005U0000000pD4vIAE","false","322","012U0000000a994IAA","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","true","false","","","true","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","a3OU0000000N4akMAC","","",""
"a3NU0000000H0zdMAC","005U0000000pD4vIAE","false","323","012U0000000a994IAA","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","true","false","","","true","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","a3OU0000000N4alMAC","","",""
"a3NU0000000H0zeMAC","005U0000000pD4vIAE","false","324","012U0000000a994IAA","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","true","false","","","true","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","a3OU0000000N4ZeMAK","","",""
"a3NU0000000H0zfMAC","005U0000000pD4vIAE","false","325","012U0000000a994IAA","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","true","false","","","true","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","a3OU0000000N4aBMAS","","",""
"a3NU0000000H0zgMAC","005U0000000pD4vIAE","false","326","012U0000000a994IAA","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxiOIAQ"
"a3NU0000000H0zhMAC","005U0000000pD4vIAE","false","327","012U0000000a994IAA","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hyQsIAI"
"a3NU0000000H0ziMAC","005U0000000pD4vIAE","false","328","012U0000000a994IAA","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000002WGygIAG"
"a3NU0000000H0zjMAC","005U0000000pD4vIAE","false","329","012U0000000a994IAA","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001kM0LIAU"
"a3NU0000000H0zkMAC","005U0000000pD4vIAE","false","330","012U0000000a994IAA","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxljIAA"
"a3NU0000000H0zlMAC","005U0000000pD4vIAE","false","331","012U0000000a994IAA","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxJpIAI"
"a3NU0000000H0zmMAC","005U0000000pD4vIAE","false","332","012U0000000a994IAA","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","005U0000000pD4vIAE","2014-08-22T20:44:43.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001lMXPIA2"
"a3NU0000000H1KbMAK","005U0000000pD4vIAE","false","333","012U0000000a994IAA","2014-08-26T16:42:29.000Z","005U0000000pD4vIAE","2014-10-07T14:25:50.000Z","005U0000000pD4vIAE","2014-10-07T14:25:50.000Z","true","false","","","false","","MRK - Sales Manager","MRK_RULE_PROFILE_OVERRIDE","a3OU0000000N4c3MAC","","",""
"a3NU0000000H1lXMAS","005U0000000pD4vIAE","false","334","012U0000000a994IAA","2014-09-08T11:15:34.000Z","005U0000000pD4vIAE","2014-09-08T11:15:34.000Z","005U0000000pD4vIAE","2014-09-08T11:15:34.000Z","true","false","","","true","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hx6MIAQ"
"a3NU0000000H26TMAS","005U0000000pD4vIAE","false","335","012U0000000a994IAA","2014-09-22T12:29:47.000Z","005U0000000pD4vIAE","2014-09-22T12:29:47.000Z","005U0000000pD4vIAE","2014-09-22T12:29:47.000Z","true","false","","","true","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxLPIAY"
"a3NU0000000H26mMAC","005U0000000pD4vIAE","false","336","012U0000000a994IAA","2014-09-22T15:04:42.000Z","005U0000000pD4vIAE","2014-09-22T15:11:24.000Z","005U0000000pD4vIAE","2014-09-22T15:11:24.000Z","true","false","","","false","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hyHDIAY"
"a3NU0000000H26rMAC","005U0000000pD4vIAE","false","337","012U0000000a994IAA","2014-09-22T15:11:38.000Z","005U0000000pD4vIAE","2014-09-22T15:11:38.000Z","005U0000000pD4vIAE","2014-09-22T15:11:38.000Z","true","false","","","true","","MRK - Sales Manager","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hyHDIAY"
"a3NU0000000H26wMAC","005U0000000pD4vIAE","false","338","012U0000000a994IAA","2014-09-22T15:58:21.000Z","005U0000000pD4vIAE","2014-09-22T15:58:21.000Z","005U0000000pD4vIAE","2014-09-22T15:58:21.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxmpIAA"
"a3NU0000000H271MAC","005U0000000pD4vIAE","false","339","012U0000000a994IAA","2014-09-22T15:59:05.000Z","005U0000000pD4vIAE","2014-09-22T15:59:05.000Z","005U0000000pD4vIAE","2014-09-22T15:59:05.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hyHPIAY"
"a3NU0000000H276MAC","005U0000000pD4vIAE","false","340","012U0000000a994IAA","2014-09-22T15:59:49.000Z","005U0000000pD4vIAE","2014-09-22T15:59:49.000Z","005U0000000pD4vIAE","2014-09-22T15:59:49.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxSnIAI"
"a3NU0000000H27BMAS","005U0000000pD4vIAE","false","341","012U0000000a994IAA","2014-09-22T16:00:32.000Z","005U0000000pD4vIAE","2014-09-22T16:00:32.000Z","005U0000000pD4vIAE","2014-09-22T16:00:32.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hy4bIAA"
"a3NU0000000H27GMAS","005U0000000pD4vIAE","false","342","012U0000000a994IAA","2014-09-22T16:01:14.000Z","005U0000000pD4vIAE","2014-09-22T16:01:14.000Z","005U0000000pD4vIAE","2014-09-22T16:01:14.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxx4IAA"
"a3NU0000000H289MAC","005U0000000pD4vIAE","false","343","012U0000000a994IAA","2014-09-23T09:17:28.000Z","005U0000000pD4vIAE","2014-09-23T09:17:28.000Z","005U0000000pD4vIAE","2014-09-23T09:17:28.000Z","true","false","","","true","","MRK - Sales Manager","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxAOIAY"
"a3NU0000000H28EMAS","005U0000000pD4vIAE","false","344","012U0000000a994IAA","2014-09-23T09:22:52.000Z","005U0000000pD4vIAE","2014-09-23T09:22:52.000Z","005U0000000pD4vIAE","2014-09-23T09:22:52.000Z","true","false","","","true","","MRK - Sales Manager","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxVlIAI"
"a3NU0000000H2FFMA0","005U0000000pD4vIAE","false","345","012U0000000a994IAA","2014-09-25T13:01:29.000Z","005U0000000pD4vIAE","2014-09-25T17:03:05.000Z","005U0000000YGi8IAG","2014-09-25T17:03:05.000Z","true","false","","","false","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hzHYIAY"
"a3NU0000000H2FKMA0","005U0000000pD4vIAE","false","346","012U0000000a994IAA","2014-09-25T13:55:15.000Z","005U0000000pD4vIAE","2014-09-25T13:55:15.000Z","005U0000000pD4vIAE","2014-09-25T13:55:15.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001k5iRIAQ"
"a3NU0000000H2ZVMA0","005U0000000pD4vIAE","false","347","012U0000000a994IAA","2014-09-30T14:04:31.000Z","005U0000000pD4vIAE","2014-09-30T14:04:31.000Z","005U0000000pD4vIAE","2014-09-30T14:04:31.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxwXIAQ"
"a3NU0000000H2ZaMAK","005U0000000pD4vIAE","false","348","012U0000000a994IAA","2014-09-30T14:05:33.000Z","005U0000000pD4vIAE","2014-09-30T14:05:33.000Z","005U0000000pD4vIAE","2014-09-30T14:05:33.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxtjIAA"
"a3NU0000000H2a9MAC","005U0000000pD4vIAE","false","349","012U0000000a994IAA","2014-09-30T15:38:11.000Z","005U0000000pD4vIAE","2014-09-30T15:38:11.000Z","005U0000000pD4vIAE","2014-09-30T15:38:11.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001k5iWIAQ"
"a3NU0000000H2lmMAC","005U0000000pD4vIAE","false","350","012U0000000a994IAA","2014-10-07T14:26:54.000Z","005U0000000pD4vIAE","2014-10-07T14:26:54.000Z","005U0000000pD4vIAE","2014-10-07T14:26:54.000Z","true","false","","","true","","MRK - Account Exec","MRK_RULE_PROFILE_OVERRIDE","a3OU0000000N4c3MAC","","",""
"a3NU0000000H2lrMAC","005U0000000pD4vIAE","false","351","012U0000000a994IAA","2014-10-07T14:29:28.000Z","005U0000000pD4vIAE","2014-10-07T14:29:28.000Z","005U0000000pD4vIAE","2014-10-07T14:29:28.000Z","true","false","","","true","","MRK - Account Exec","MRK_RULE_PROFILE_OVERRIDE","a3OU0000000N4aQMAS","","",""
"a3NU0000000H3SEMA0","005U0000000pD4vIAE","false","352","012U0000000a994IAA","2014-10-20T09:55:30.000Z","005U0000000pD4vIAE","2014-10-20T09:55:30.000Z","005U0000000pD4vIAE","2014-10-20T09:55:30.000Z","true","false","","","false","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxuBIAQ"
"a3NU0000000H3SJMA0","005U0000000pD4vIAE","false","353","012U0000000a994IAA","2014-10-20T09:57:38.000Z","005U0000000pD4vIAE","2014-10-20T10:00:12.000Z","005U0000000pD4vIAE","2014-10-20T10:00:12.000Z","true","false","","","true","","MRK - Sales Manager","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxuBIAQ"
"a3NU0000000H3YUMA0","005U0000000pD4vIAE","false","354","012U0000000a994IAA","2014-10-22T14:10:07.000Z","005U0000000pD4vIAE","2014-10-22T14:10:07.000Z","005U0000000pD4vIAE","2014-10-22T14:10:07.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000002Zt5iIAC"
"a3NU0000000H3YZMA0","005U0000000pD4vIAE","false","355","012U0000000a994IAA","2014-10-22T14:14:11.000Z","005U0000000pD4vIAE","2014-10-22T14:14:11.000Z","005U0000000pD4vIAE","2014-10-22T14:14:11.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000001hxSAIAY"
"a3NU0000000H3YeMAK","005U0000000pD4vIAE","false","356","012U0000000a994IAA","2014-10-22T14:14:58.000Z","005U0000000pD4vIAE","2014-10-22T14:14:58.000Z","005U0000000pD4vIAE","2014-10-22T14:14:58.000Z","true","false","","","true","","MRK - Sales Representative","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000002ZSKoIAO"
"a3NU0000000H3njMAC","005U0000000pD4vIAE","false","357","012U0000000a994IAA","2014-10-29T18:02:43.000Z","005U0000000pD4vIAE","2014-10-29T18:02:43.000Z","005U0000000pD4vIAE","2014-10-29T18:02:43.000Z","true","false","","","true","","MRK - Communication User","MRK_RULE_PROFILE_OVERRIDE","","","","005U0000002ZI0QIAW"
