"ID","OWNERID","ISDELETED","NAME","RECORDTYPEID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","MAYEDIT","ISLOCKED","LASTVIEWEDDATE","LASTREFERENCEDDATE","ACTIVE_VOD__C","CHILD_OBJECT_NAME_VOD__C","CHILD_RELATIONSHIP_VOD__C","INCLUDE_RELATED_OBJECTS_VOD__C","OBJECT_NAME_VOD__C","PARENT_OBJECT_NAME_VOD__C","PROFILE_ID_VOD__C","RELATIONSHIP_FIELD_VOD__C","RELATIONSHIP_NAME_VOD__C","TYPE_VOD__C","WHERE_CLAUSE_VOD__C","PROFILE_NAME_VOD__C","META_DATA_ONLY_VOD__C","ACCOUNT_LOOKUP_FIELD_VOD__C","DEVICE_VOD__C","EXCLUDE_FIELD_LIST_VOD__C","FIELD_LIST_VOD__C","EXTERNAL_ID_VOD__C","INCLUDE_ATTACHMENTS_VOD__C","ENABLE_ENHANCED_SYNC_VOD__C","MRK_EXTERNAL_ID__C"
"a0xU0000000DHlJIAW","005U0000000XLdfIAG","false","TSM-0000218","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Task","Call2_vod__c","","","Tasks","R","","","false","","iPad_vod","","","","false","false",""
"a0xU0000000DHlKIAW","005U0000000XLdfIAG","false","TSM-0000219","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Territory","","","","","F","","","false","","iPad_vod","","","","false","false",""
"a0xU0000000DHlLIAW","005U0000000XLdfIAG","false","TSM-0000220","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","TSF_vod__c","","","","","T","WHERE Account_vod__r.Name != null","","false","Account_vod__c","iPad_vod","","","","false","false",""
"a0xU0000000DHlMIAW","005U0000000XLdfIAG","false","TSM-0000221","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","User","","","","","T","","","false","","iPad_vod","","","","false","false",""
"a0xU0000000DHlNIAW","005U0000000XLdfIAG","false","TSM-0000222","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","UserTerritory","","","","","F","","","false","","iPad_vod","","","","false","false",""
"a0xU0000000DHlOIAW","005U0000000XLdfIAG","false","TSM-0000223","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Veeva_Settings_vod__c","","","","","F","WHERE SetupOwnerId in (@@VOD_SF_PROFILEID@@, @@VOD_MY_ORGID@@)","","false","","iPad_vod","","","","false","false",""
"a0xU0000000DHlPIAW","005U0000000XLdfIAG","false","TSM-0000224","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-10-04T17:06:25.000Z","005U0000000XLnnIAG","2011-10-04T17:06:25.000Z","true","false","","","true","","","true","Account","","","","","T","","","false","","iPad_vod","","","","false","false",""
"a0xU0000000DHlQIAW","005U0000000XLdfIAG","false","TSM-0000225","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Order_Campaign_vod__c","","","","","T","","","false","","","","","","false","false",""
"a0xU0000000DHlRIAW","005U0000000XLdfIAG","false","TSM-0000226","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2014-08-16T04:17:40.000Z","005U0000000nwrsIAA","2014-08-16T04:17:40.000Z","true","false","","","true","","","false","Clm_Presentation_Slide_vod__c","","","","","T","","","false","","iPad_vod","","","","false","true",""
"a0xU0000000DHlSIAW","005U0000000XLdfIAG","false","TSM-0000227","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2014-08-16T04:17:40.000Z","005U0000000nwrsIAA","2014-08-16T04:17:40.000Z","true","false","","","true","","","false","Clm_Presentation_vod__c","","","","","T","","","false","","iPad_vod","","","","false","true",""
"a0xU0000000DHlTIAW","005U0000000XLdfIAG","false","TSM-0000228","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Pricing_Rule_vod__c","","","","","T","","","false","","","","","","false","false",""
"a0xU0000000DHlUIAW","005U0000000XLdfIAG","false","TSM-0000229","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Call2_vod__c","","","","","T","WHERE (Call_Date_vod__c>=LAST_N_DAYS:90)","","false","Account_vod__c","","","","","false","false",""
"a0xU0000000DHlVIAW","005U0000000XLdfIAG","false","TSM-0000230","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","true","Account","","","","","T","","","false","","","","","","false","false",""
"a0xU0000000DHlWIAW","005U0000000XLdfIAG","false","TSM-0000231","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","User","","","","","T","","","false","","","","","","false","false",""
"a0xU0000000DHlXIAW","005U0000000XLdfIAG","false","TSM-0000232","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Product_Metrics_vod__c","","","","","T","WHERE Account_vod__r.Name != null","","false","Account_vod__c","","","","","false","false",""
"a0xU0000000DHlYIAW","005U0000000XLdfIAG","false","TSM-0000233","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Account_Plan_vod__c","","","","","T","WHERE Account_vod__r.Name != null","","false","Account_vod__c","","","","","false","false",""
"a0xU0000000DHlZIAW","005U0000000XLdfIAG","false","TSM-0000234","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Address_vod__c","","","","","T","WHERE Account_vod__r.Name != null","","false","Account_vod__c","","","","","false","false",""
"a0xU0000000DHlaIAG","005U0000000XLdfIAG","false","TSM-0000235","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","TSF_vod__c","","","","","T","WHERE Account_vod__r.Name != null","","false","Account_vod__c","","","","","false","false",""
"a0xU0000000DHlbIAG","005U0000000XLdfIAG","false","TSM-0000236","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2014-08-16T04:17:40.000Z","005U0000000nwrsIAA","2014-08-16T04:17:40.000Z","true","false","","","false","","","false","Benefit_Design_vod__c","","","","","T","WHERE Account_vod__r.Name != null","","false","Account_vod__c","","","","","false","false",""
"a0xU0000000DHlcIAG","005U0000000XLdfIAG","false","TSM-0000237","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","AccountShare","","","","","T","Where Account.Name != null","","false","AccountId","","","","","false","false",""
"a0xU0000000DHldIAG","005U0000000XLdfIAG","false","TSM-0000238","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","true","Medical_Event_vod__c","","","","","T","","","false","","","","","","false","false",""
"a0xU0000000DHleIAG","005U0000000XLdfIAG","false","TSM-0000239","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Contact","","","","","T","","","false","","","","","","false","false",""
"a0xU0000000DHlfIAG","005U0000000XLdfIAG","false","TSM-0000240","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2014-08-16T04:17:40.000Z","005U0000000nwrsIAA","2014-08-16T04:17:40.000Z","true","false","","","false","","","false","Benefit_Design_Line_vod__c","","","","","T","","","false","","","","","","false","false",""
"a0xU0000000DHlgIAG","005U0000000XLdfIAG","false","TSM-0000241","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Call2_Discussion_vod__c","Call2_vod__c","","","Call2_Discussion_vod__r","R","","","false","","","","","","false","false",""
"a0xU0000000DHlhIAG","005U0000000XLdfIAG","false","TSM-0000242","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Call2_Detail_vod__c","Call2_vod__c","","","Call2_Detail_vod__r","R","","","false","","","","","","false","false",""
"a0xU0000000DHliIAG","005U0000000XLdfIAG","false","TSM-0000243","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Call2_Expense_vod__c","Call2_vod__c","","","Call2_Expense_vod__r","R","","","false","","","","","","false","false",""
"a0xU0000000DHljIAG","005U0000000XLdfIAG","false","TSM-0000244","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Call2_Sample_vod__c","Call2_vod__c","","","Call2_Sample_vod__r","R","","","false","","","","","","false","false",""
"a0xU0000000DHlkIAG","005U0000000XLdfIAG","false","TSM-0000245","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Call2_Key_Message_vod__c","Call2_vod__c","","","Call2_Key_Message_vod__r","R","","","false","","","","","","false","false",""
"a0xU0000000DHllIAG","005U0000000XLdfIAG","false","TSM-0000246","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Task","","","","","T","Where OwnerId = @@VOD_SF_USER_ID@@ AND (( Status != 'Completed' and ActivityDate <= NEXT_N_DAYS:14) OR (Status = 'Completed' and SystemModstamp = LAST_N_DAYS:30))","","false","","","","","","false","false",""
"a0xU0000000DHlmIAG","005U0000000XLdfIAG","false","TSM-0000247","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Product_vod__c","","","","","F","","","false","","","","","","false","false",""
"a0xU0000000DHlnIAG","005U0000000XLdfIAG","false","TSM-0000248","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Account_Territory_Loader_vod__c","","","","","F","WHERE Name = null","","true","","","","","","false","false",""
"a0xU0000000DHloIAG","005U0000000XLdfIAG","false","TSM-0000249","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Order_vod__c","","","","","T","WHERE Account_vod__r.Name != null","","false","Account_vod__c","","","","","false","false",""
"a0xU0000000DHlpIAG","005U0000000XLdfIAG","false","TSM-0000250","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Order_Line_vod__c","Order_vod__c","","","Order_Lines_vod__r","R","","","false","","","","","","false","false",""
"a0xU0000000DHlqIAG","005U0000000XLdfIAG","false","TSM-0000251","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Time_Off_Territory_vod__c","","","","","T","WHERE @@VOD_USERS_IN_MY_TERRITORY:OwnerId@@","","false","","","","","","false","false",""
"a0xU0000000DHlrIAG","005U0000000XLdfIAG","false","TSM-0000252","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Sample_Limit_vod__c","","","","","T","","","false","Account_vod__c","Tablet_vod","","","","false","false",""
"a0xU0000000DHlsIAG","005U0000000XLdfIAG","false","TSM-0000253","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Analytics_Filters_vod__c","","","","","T","Where OwnerId = @@VOD_SF_USER_ID@@","","false","","","","","","false","false",""
"a0xU0000000DHltIAG","005U0000000XLdfIAG","false","TSM-0000254","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Time_Off_Territory_vod__c","","","","","T","WHERE @@VOD_USERS_IN_MY_TERRITORY:OwnerId@@","","false","","iPad_vod","","","","false","false",""
"a0xU0000000DHluIAG","005U0000000XLdfIAG","false","TSM-0000255","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","false","","","false","Cycle_Plan_Target_vod__c","","","","","T","WHERE ( Cycle_Plan_vod__r.Territory_vod__c in (@@VOD_MY_TERRITORY@@) OR Cycle_Plan_vod__r.OwnerId = @@VOD_SF_USER_ID@@ )","","false","Cycle_Plan_Account_vod__c","","","","","false","false",""
"a0xU0000000DHlvIAG","005U0000000XLdfIAG","false","TSM-0000256","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","false","","","false","CurrencyType","","","","","T","","","false","","","","","","false","false",""
"a0xU0000000DHlwIAG","005U0000000XLdfIAG","false","TSM-0000257","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","false","","","false","Clm_Presentation_vod__c","","","","","T","","","false","","","","","","false","false",""
"a0xU0000000DHlxIAG","005U0000000XLdfIAG","false","TSM-0000258","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2012-11-14T23:14:57.000Z","005U0000000nwrsIAA","2012-11-14T23:14:57.000Z","true","false","","","true","","","false","Call_Clickstream_vod__c","Call2_vod__c","","","Call_Clickstreams__r","R","","","true","","iPad_vod","","","","false","false",""
"a0xU0000000DHlyIAG","005U0000000XLdfIAG","false","TSM-0000259","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","true","Coaching_Report_vod__c","","","","","T","","","false","","","","","","false","false",""
"a0xU0000000DHlzIAG","005U0000000XLdfIAG","false","TSM-0000260","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Account_Merge_History_vod__c","","","","","T","","","true","Account_vod__c","","","","","false","false",""
"a0xU0000000DHm0IAG","005U0000000XLdfIAG","false","TSM-0000261","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Event","","","","","F","WHERE (ActivityDateTime >= LAST_N_DAYS:30 OR ActivityDate >= LAST_N_DAYS:30) AND @@VOD_USERS_IN_MY_TERRITORY:OwnerId@@","","false","","iPad_vod","","","","false","false",""
"a0xU0000000DHm1IAG","005U0000000XLdfIAG","false","TSM-0000262","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Account_Tactic_vod__c","","","","","T","","","false","","Tablet_vod","","","","false","false",""
"a0xU0000000DHm2IAG","005U0000000XLdfIAG","false","TSM-0000263","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Sync_Tracking_vod__c","","","","","T","","","true","","","","","","false","false",""
"a0xU0000000DHm3IAG","005U0000000XLdfIAG","false","TSM-0000264","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Sales_Transaction_vod__c","","","","","F","","","false","","iPad_vod","","","","false","false",""
"a0xU0000000DHm4IAG","005U0000000XLdfIAG","false","TSM-0000265","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Campaign_Target_vod__c","Campaign_vod__c","","","Campaign_Targets__r","C","WHERE Campaign_vod__r.Start_Date_vod__c <= TODAY AND Campaign_vod__r.End_Date_vod__c > TODAY","","false","","Tablet_vod","","","","false","false",""
"a0xU0000000DHm5IAG","005U0000000XLdfIAG","false","TSM-0000266","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Campaign_vod__c","","","","","T","","","true","","Tablet_vod","","","","false","false",""
"a0xU0000000DHm6IAG","005U0000000XLdfIAG","false","TSM-0000267","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Account_List_vod__c","","","","","T","Where OwnerId = @@VOD_SF_USER_ID@@","","false","","","","","","false","false",""
"a0xU0000000DHm7IAG","005U0000000XLdfIAG","false","TSM-0000268","012U0000000Iqc9IAC","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","005U0000000XLdfIAG","2011-09-09T21:42:25.000Z","true","false","","","true","","","false","Account_List_Item_vod__c","","","","","T","WHERE Account_List_vod__r.OwnerID = @@VOD_SF_USER_ID@@","","false","","","","","","false","false",""
"a0xU0000000DUnHIAW","005U0000000XLnnIAG","false","TSM-0000269","012U0000000Iqc9IAC","2011-09-14T21:03:27.000Z","005U0000000XLnnIAG","2014-08-16T04:17:40.000Z","005U0000000nwrsIAA","2014-08-16T04:17:40.000Z","true","false","","","false","","","false","Benefit_Design_vod__c","","","","","T","WHERE Account_vod__r.Name != null","","false","Account_vod__c","iPad_vod","","","","false","false",""
"a0xU0000000DVDQIA4","005U0000000XLnnIAG","false","TSM-0000270","012U0000000Iqc9IAC","2011-09-14T22:29:03.000Z","005U0000000XLnnIAG","2014-08-16T04:17:40.000Z","005U0000000nwrsIAA","2014-08-16T04:17:40.000Z","true","false","","","false","","","false","Benefit_Design_Line_vod__c","","","","","T","","","false","","iPad_vod","","","","false","false",""
"a0xU0000000DVGWIA4","005U0000000XLnnIAG","false","TSM-0000271","012U0000000Iqc9IAC","2011-09-14T22:46:37.000Z","005U0000000XLnnIAG","2011-09-14T22:46:37.000Z","005U0000000XLnnIAG","2011-09-14T22:46:37.000Z","true","false","","","true","","","false","Account_Tactic_vod__c","","","","","T","WHERE Account_vod__r.Name != null","","false","","iPad_vod","","","","false","false",""
"a0xU0000000ERlfIAG","005U0000000XLnnIAG","false","TSM-0000276","012U0000000Iqc9IAC","2011-10-04T20:50:54.000Z","005U0000000XLnnIAG","2011-10-04T20:50:54.000Z","005U0000000XLnnIAG","2011-10-04T20:50:54.000Z","true","false","","","true","","","false","Office_Staff_MRK__c","","","","","T","","","false","","iPad_vod","","","","false","false",""
"a0xU0000000YETOIA4","005U0000000XLdfIAG","false","TSM-0000277","012U0000000Iqc9IAC","2011-12-14T01:42:40.000Z","005U0000000XLdfIAG","2011-12-14T01:42:40.000Z","005U0000000XLdfIAG","2011-12-14T01:42:40.000Z","true","false","","","true","","","false","Account_Tactic_vod__c","","","","","T","","","false","","iPad_vod","","","","false","false",""
"a0xU0000000YETPIA4","005U0000000XLdfIAG","false","TSM-0000278","012U0000000Iqc9IAC","2011-12-14T01:42:40.000Z","005U0000000XLdfIAG","2011-12-14T01:42:40.000Z","005U0000000XLdfIAG","2011-12-14T01:42:40.000Z","true","false","","","true","","","false","Product_Plan_vod__c","","","","","F","","","false","","iPad_vod","","","","false","false",""
"a0xU0000000YETQIA4","005U0000000XLdfIAG","false","TSM-0000279","012U0000000Iqc9IAC","2011-12-14T01:42:40.000Z","005U0000000XLdfIAG","2011-12-14T01:42:40.000Z","005U0000000XLdfIAG","2011-12-14T01:42:40.000Z","true","false","","","true","","","false","Product_Strategy_vod__c","","","","","F","","","false","","iPad_vod","","","","false","false",""
"a0xU0000000YETRIA4","005U0000000XLdfIAG","false","TSM-0000280","012U0000000Iqc9IAC","2011-12-14T01:42:40.000Z","005U0000000XLdfIAG","2011-12-14T01:42:40.000Z","005U0000000XLdfIAG","2011-12-14T01:42:40.000Z","true","false","","","true","","","false","Product_Tactic_vod__c","","","","","F","","","false","","iPad_vod","","","","false","false",""
"a0xU0000000YETSIA4","005U0000000XLdfIAG","false","TSM-0000281","012U0000000Iqc9IAC","2011-12-14T01:42:40.000Z","005U0000000XLdfIAG","2014-08-16T06:04:46.000Z","005U0000000nwrsIAA","2014-08-16T06:04:47.000Z","true","false","","","true","","","true","Coaching_Report_vod__c","","00eU0000000kupnIAA","","","T","","MRK - Sales Representative","false","","iPad_vod","","","MRK_VMOC_P40_0000","false","false",""
"a0xU0000000YETTIA4","005U0000000XLdfIAG","false","TSM-0000282","012U0000000Iqc9IAC","2011-12-14T01:42:40.000Z","005U0000000XLdfIAG","2013-07-27T00:49:38.000Z","005U0000000nwrsIAA","2013-07-27T00:49:38.000Z","true","false","","","true","","","true","Medical_Event_vod__c","","","","","T","WHERE (((Start_Date_vod__c>=LAST_N_DAYS:60) AND (Status_MRK__c = 'Submitted')) OR (Status_MRK__c = 'In Progress'))","","false","","iPad_vod","","","","false","true",""
"a0xU0000000YETUIA4","005U0000000XLdfIAG","false","TSM-0000283","012U0000000Iqc9IAC","2011-12-14T01:42:40.000Z","005U0000000XLdfIAG","2011-12-14T01:42:40.000Z","005U0000000XLdfIAG","2011-12-14T01:42:40.000Z","true","false","","","true","","","false","Event_Attendee_vod__c","","","","","F","WHERE Medical_Event_vod__r.Name != null","","false","","iPad_vod","","","","false","false",""
"a0xU0000000YETVIA4","005U0000000XLdfIAG","false","TSM-0000284","012U0000000Iqc9IAC","2011-12-14T01:42:40.000Z","005U0000000XLdfIAG","2013-12-07T05:16:23.000Z","005U0000000nwrsIAA","2013-12-07T05:16:23.000Z","true","false","","","true","","","false","Metric_Configuration_vod__c","","","","","F","","","false","","iPad_vod","","","","false","false",""
"a0xU0000000YETWIA4","005U0000000XLdfIAG","false","TSM-0000285","012U0000000Iqc9IAC","2011-12-14T01:42:40.000Z","005U0000000XLdfIAG","2011-12-14T01:42:40.000Z","005U0000000XLdfIAG","2011-12-14T01:42:40.000Z","true","false","","","true","","","false","Product_Metrics_vod__c","","","","","T","WHERE Account_vod__r.Name != null","","false","Account_vod__c","iPad_vod","","","","false","false",""
"a0xU0000000fnVhIAI","005U0000000XLdfIAG","false","TSM-0000286","012U0000000Iqc9IAC","2012-05-07T21:53:24.000Z","005U0000000XLdfIAG","2012-05-07T21:53:24.000Z","005U0000000XLdfIAG","2012-05-07T21:53:24.000Z","true","false","","","true","","","false","Call_Objective_vod__c","","","","","T","where ((OwnerId = @@VOD_SF_USER_ID@@ AND Account_vod__r.Name = null) OR Account_vod__r.Name != null)","","false","","iPad_vod","","","","false","false",""
"a0xU0000000fnViIAI","005U0000000XLdfIAG","false","TSM-0000287","012U0000000Iqc9IAC","2012-05-07T21:53:24.000Z","005U0000000XLdfIAG","2012-05-07T21:53:24.000Z","005U0000000XLdfIAG","2012-05-07T21:53:24.000Z","true","false","","","true","","","false","Business_Event_vod__c","","","","","T","","","false","","Tablet_vod","","","","false","false",""
"a0xU0000000fnVjIAI","005U0000000XLdfIAG","false","TSM-0000288","012U0000000Iqc9IAC","2012-05-07T21:53:24.000Z","005U0000000XLdfIAG","2012-05-07T21:53:24.000Z","005U0000000XLdfIAG","2012-05-07T21:53:24.000Z","true","false","","","true","","","false","Business_Event_vod__c","","","","","T","","","false","","iPad_vod","","","","false","false",""
"a0xU0000000fnVkIAI","005U0000000XLdfIAG","false","TSM-0000289","012U0000000Iqc9IAC","2012-05-07T21:53:24.000Z","005U0000000XLdfIAG","2012-05-07T21:53:24.000Z","005U0000000XLdfIAG","2012-05-07T21:53:24.000Z","true","false","","","true","","","false","Business_Event_Target_vod__c","","","","","T","WHERE Account_vod__r.Name != null","","false","Account_vod__c","iPad_vod","","","","false","false",""
