"ID","ISDELETED","NAME","SETUPOWNERID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","MAYEDIT","ISLOCKED","VEEVA_SERVER_VOD__C","VEEVA_VERSION_VOD__C","CONTENT_SERVER_VOD__C","FTP_SERVER_VOD__C","MAINTENANCE_MODE_VOD__C","MAINTENANCE_OVERRIDE_USERS_VOD__C","EXTERNAL_ID_VOD__C","MULTICHANNEL_CONTEXT_ROOT_VOD__C","MULTICHANNEL_SERVER_VOD__C"
"a1uU00000000AcLIAU","false","Main","00Dg0000003MifBEAS","2011-12-14T01:42:46.000Z","005U0000000XLdfIAG","2014-11-14T01:36:11.000Z","005U0000000XLdfIAG","2014-11-14T01:36:11.000Z","true","false","https://vs8.vod309.com","22.0.1","https://vc1.vod309.com","https://vf3.vod309.com","false","""vodadmin"", ""vadmin""","","mc22.0.1","https://mc1.vod309.com"
