"ID","ISDELETED","NAME","SETUPOWNERID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","MAYEDIT","ISLOCKED","ACCOUNT_SEARCH_FIELD_SET__C","ADDRESS_SEARCH_FIELD_SET__C","RESULT_FIELD_SET__C","SHOW_ALL_ADDRESSES__C"
"a1qU000000003zqIAA","false","Main","00Dg0000003MifBEAS","2011-10-04T17:01:42.000Z","005U0000000XLnnIAG","2011-10-04T17:01:42.000Z","005U0000000XLnnIAG","2011-10-04T17:01:43.000Z","true","false","Name,FirstName,LastName,Specialty_1_vod__c,RecordTypeId,CreatedById,Primary_Parent_vod__c","Name,City_vod__c,State_vod__c,Zip_vod__c,Phone_vod__c,RecordTypeId","Name,Specialty_1_vod__c,RecordTypeId,CreatedDate,CreatedById,ADD.Name,ADD.City_vod__c,ADD.State_vod__c,ADD.Zip_vod__c,ADD.Primary_vod__c","false"
