"ID","ISDELETED","NAME","SETUPOWNERID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","MAYEDIT","ISLOCKED","ACCOUNT_PLAN_CLONE_FIELDS__C","GOALS_CLONE_FIELDS__C","OBJECTIVE_CLONE_FIELDS__C","TACTIC_CLONE_FIELDS__C"
"a3MU0000000L5hbMAC","false","Main","00Dg0000003MifBEAS","2014-08-16T02:21:38.000Z","005U0000000nwrsIAA","2014-08-16T02:21:38.000Z","005U0000000nwrsIAA","2014-08-16T02:21:38.000Z","true","false","Id, Account_vod__c, Name, End_Date_MRK__c, Opportunities__c,Percent_Complete_vod__c, Start_Date_MRK__c, Strategies_MRK__c,Strengths__c, Tactics_Initiatives_MRK__c, Threats__c, Weaknesses__c","RecordTypeId, Organization_Priority_MRK__c, Name, Merck_Priority_MRK__c, Id, Area_of_Collaboration_MRK__c","RecordTypeId, Period_MRK__c, Opportunity_Category_MRK__c, Name, Goal_Opportunity_MRK__c, Contact_MRK__c, Account_Plan_MRK__c, Id","Id, Account_vod__c, Account_Plan_vod__c, Category_MRK__c, Complete_vod__c, Description_vod__c, End_Date_MRK__c, Key_Contact_MRK__c, Name, Objective_MRK__c, Priority_MRK__c, Start_Date_MRK__c, Tactic_Owner_MRK__c"
